"TRA_new.ensembl.transcript","TRA_new.gene.symbol"
"ENSMUST00000107456","Fam174b"
"ENSMUST00000107651","Slc44a1"
"ENSMUST00000107675","Fbxw7"
"ENSMUST00000107691","Trim2"
"ENSMUST00000107773","Tmod1"
"ENSMUST00000107802","Trim59"
"ENSMUST00000107853","Mbtd1"
"ENSMUST00000108086","Hspa4l"
"ENSMUST00000108182","Dcun1d1"
"ENSMUST00000108190","Wdr62"
"ENSMUST00000108298","Ect2"
"ENSMUST00000108435","Tlcd2"
"ENSMUST00000108496","Slc1a5"
"ENSMUST00000109241","Snx18"
"ENSMUST00000109367","Slpi"
"ENSMUST00000109381","Brd1"
"ENSMUST00000109468","Top1"
"ENSMUST00000109488","Snhg11"
"ENSMUST00000109515","Cyp2d34"
"ENSMUST00000109526","Nnat"
"ENSMUST00000109645","Vstm2a"
"ENSMUST00000110061","Macrod2"
"ENSMUST00000110273","Serpinb6c"
"ENSMUST00000110408","Ropn1l"
"ENSMUST00000110532","Shf"
"ENSMUST00000110551","Sord"
"ENSMUST00000110621","Lrr1"
"ENSMUST00000110690","Oxct1"
"ENSMUST00000111016","Muc15"
"ENSMUST00000111064","Ntsr2"
"ENSMUST00000111091","Znhit1"
"ENSMUST00000111139","Lmo2"
"ENSMUST00000111171","Pom121"
"ENSMUST00000111214","Ifi204"
"ENSMUST00000111230","Tagln2"
"ENSMUST00000111332","Pcp4l1"
"ENSMUST00000111430","Mybpc3"
"ENSMUST00000111432","Creg1"
"ENSMUST00000111466","C1qtnf4"
"ENSMUST00000111587","Diablo"
"ENSMUST00000111639","Arntl2"
"ENSMUST00000111784","Ssfa2"
"ENSMUST00000111827","Slco1a6"
"ENSMUST00000111920","Plekha3"
"ENSMUST00000112022","Camp"
"ENSMUST00000112064","Cacna1s"
"ENSMUST00000112132","Pzp"
"ENSMUST00000112254","Vwf"
"ENSMUST00000112349","Mta3"
"ENSMUST00000112412","Acrbp"
"ENSMUST00000112488","Daf2"
"ENSMUST00000112533","Ly75"
"ENSMUST00000112571","Dpy30"
"ENSMUST00000112642","Evi5"
"ENSMUST00000112930","Col4a5"
"ENSMUST00000112933","Cntf"
"ENSMUST00000113028","1190002N15Rik"
"ENSMUST00000113126","Mapkap1"
"ENSMUST00000113127","G3bp2"
"ENSMUST00000113137","Ugt1a6b"
"ENSMUST00000113139","Ugt1a8"
"ENSMUST00000113142","Ugt1a10"
"ENSMUST00000113146","Mtmr14"
"ENSMUST00000113218","Slc4a4"
"ENSMUST00000113314","Sult1d1"
"ENSMUST00000113451","Slc22a12"
"ENSMUST00000113658","Gfpt1"
"ENSMUST00000113696","Tpm1"
"ENSMUST00000113769","Arr3"
"ENSMUST00000113795","Igsf5"
"ENSMUST00000113952","Wdr5"
"ENSMUST00000114189","Dnase1l1"
"ENSMUST00000114230","Psmb9"
"ENSMUST00000114268","Snca"
"ENSMUST00000114276","Rcn2"
"ENSMUST00000114311","H2-K1"
"ENSMUST00000114336","Tprn"
"ENSMUST00000114379","Renbp"
"ENSMUST00000114431","Btg4"
"ENSMUST00000114455","Pglyrp2"
"ENSMUST00000114482","Il1rn"
"ENSMUST00000114547","Cadm1"
"ENSMUST00000114594","Arhgap21"
"ENSMUST00000114699","Pi16"
"ENSMUST00000114700","Agbl5"
"ENSMUST00000114732","Ephb6"
"ENSMUST00000114763","Fstl1"
"ENSMUST00000114934","Celf2"
"ENSMUST00000115108","Gng13"
"ENSMUST00000115318","Synpo"
"ENSMUST00000115351","Rab3d"
"ENSMUST00000115366","Slc12a2"
"ENSMUST00000115421","Steap4"
"ENSMUST00000115554","Dync1i1"
"ENSMUST00000115808","Ammecr1l"
"ENSMUST00000115832","Dtna"
"ENSMUST00000115964","Tmlhe"
"ENSMUST00000116456","Cyth3"
"ENSMUST00000116473","Klkb1"
"ENSMUST00000116514","Wbp11"
"ENSMUST00000117193","Oas1c"
"ENSMUST00000117396","Ncapg"
"ENSMUST00000117399","Msn"
"ENSMUST00000117422","Creb3l3"
"ENSMUST00000117489","1700052N19Rik"
"ENSMUST00000117648","Ttc3"
"ENSMUST00000118015","Gyg"
"ENSMUST00000118367","Psg16"
"ENSMUST00000118537","Gm2003"
"ENSMUST00000118539","Cth"
"ENSMUST00000118566","Tpm3"
"ENSMUST00000118578","Otx2"
"ENSMUST00000119180","Sycn"
"ENSMUST00000119231","Gm6121"
"ENSMUST00000119285","Gm4297"
"ENSMUST00000119298","Gm7421"
"ENSMUST00000119362","Gm10230"
"ENSMUST00000119590","Gm2030"
"ENSMUST00000119649","Gm14525"
"ENSMUST00000119694","Ctsf"
"ENSMUST00000119953","Rsl1d1"
"ENSMUST00000119972","Dnajb3"
"ENSMUST00000120119","Pgap2"
"ENSMUST00000120268","Gm1993"
"ENSMUST00000120539","Lmo4"
"ENSMUST00000120734","Gm5934"
"ENSMUST00000120757","Slc5a4b"
"ENSMUST00000120826","Gm15210"
"ENSMUST00000120877","Gm7365"
"ENSMUST00000121245","Pvrl3"
"ENSMUST00000121297","Tbata"
"ENSMUST00000121325","Plagl1"
"ENSMUST00000121469","Reep1"
"ENSMUST00000121720","Nap1l2"
"ENSMUST00000121900","Gm2012"
"ENSMUST00000122062","2210409E12Rik"
"ENSMUST00000122862","Cfp"
"ENSMUST00000123526","Sit1"
"ENSMUST00000123765","Macf1"
"ENSMUST00000123927","1190005I06Rik"
"ENSMUST00000124745","Dda1"
"ENSMUST00000124992","Ube2j1"
"ENSMUST00000125151","Usp48"
"ENSMUST00000125375","Ugdh"
"ENSMUST00000126064","Ipo4"
"ENSMUST00000126353","Mllt3"
"ENSMUST00000126390","Reps1"
"ENSMUST00000126514","Glrx2"
"ENSMUST00000127325","Hsd17b4"
"ENSMUST00000128088","Saa1"
"ENSMUST00000128761","Sag"
"ENSMUST00000129055","Mtx1"
"ENSMUST00000129222","Art3"
"ENSMUST00000129241","Sptan1"
"ENSMUST00000129786","Ccdc101"
"ENSMUST00000129891","Gm20547"
"ENSMUST00000130116","Sema3e"
"ENSMUST00000130271","Odf4"
"ENSMUST00000130455","Crem"
"ENSMUST00000131045","Atp5g3"
"ENSMUST00000131070","Ide"
"ENSMUST00000132492","Lrrc23"
"ENSMUST00000132818","Krtcap2"
"ENSMUST00000135486","Clcnkb"
"ENSMUST00000136591","Dnajc21"
"ENSMUST00000137323","Akap10"
"ENSMUST00000137334","Pmpcb"
"ENSMUST00000137938","Itpr2"
"ENSMUST00000138603","Hap1"
"ENSMUST00000138836","Pcca"
"ENSMUST00000138967","Ankef1"
"ENSMUST00000139574","Tspan17"
"ENSMUST00000139848","Rasd2"
"ENSMUST00000140239","Cers1"
"ENSMUST00000140400","Cd55"
"ENSMUST00000140619","Setd4"
"ENSMUST00000140690","Csn3"
"ENSMUST00000141251","Emg1"
"ENSMUST00000142247","Zfp91"
"ENSMUST00000142636","4930430A15Rik"
"ENSMUST00000142734","Lgals3"
"ENSMUST00000143280","Smg8"
"ENSMUST00000144326","Ranbp9"
"ENSMUST00000144331","Satb1"
"ENSMUST00000144742","Cenpa"
"ENSMUST00000145165","Map2k7"
"ENSMUST00000145353","Cnot6"
"ENSMUST00000145738","Slmap"
"ENSMUST00000145910","Strn"
"ENSMUST00000145949","BC028528"
"ENSMUST00000146274","Rimklb"
"ENSMUST00000146905","Arl4a"
"ENSMUST00000147545","Ccdc6"
"ENSMUST00000147615","Khdc1b"
"ENSMUST00000147835","Rasl2-9"
"ENSMUST00000148159","Tnfaip8"
"ENSMUST00000148575","Serf2"
"ENSMUST00000148581","Rsph9"
"ENSMUST00000149615","Srp14"
"ENSMUST00000150779","Msi1"
"ENSMUST00000151219","Ctsh"
"ENSMUST00000151377","Crtap"
"ENSMUST00000151431","Wdr92"
"ENSMUST00000151698","Laptm5"
"ENSMUST00000152178","Rif1"
"ENSMUST00000154141","Flii"
"ENSMUST00000154169","Rell1"
"ENSMUST00000154802","Tpmt"
"ENSMUST00000154945","Toe1"
"ENSMUST00000155266","Pxmp2"
"ENSMUST00000155601","Pnpla7"
"ENSMUST00000155901","Cnot6l"
"ENSMUST00000156581","Trim3"
"ENSMUST00000159084","Tm7sf2"
"ENSMUST00000159096","Asl"
"ENSMUST00000159626","Ctnna2"
"ENSMUST00000159674","Vmn2r88"
"ENSMUST00000159787","Hgd"
"ENSMUST00000160279","4933417A18Rik"
"ENSMUST00000160433","Kcnc1"
"ENSMUST00000160507","Sucla2"
"ENSMUST00000160791","Reln"
"ENSMUST00000160929","Hsd11b1"
"ENSMUST00000161198","Cml1"
"ENSMUST00000161226","Auts2"
"ENSMUST00000161289","Ces4a"
"ENSMUST00000161399","Tnnc1"
"ENSMUST00000161600","Fam126b"
"ENSMUST00000161740","E330034G19Rik"
"ENSMUST00000161741","Atp5j2"
"ENSMUST00000161796","Hmgn3"
"ENSMUST00000161977","Fancc"
"ENSMUST00000162364","Mob4"
"ENSMUST00000162510","Nsmce4a"
"ENSMUST00000162564","Gm16039"
"ENSMUST00000162726","Znhit2"
"ENSMUST00000163321","Muc5ac"
"ENSMUST00000163329","Ubl7"
"ENSMUST00000163439","2310050C09Rik"
"ENSMUST00000163559","Ccr9"
"ENSMUST00000163705","AI317395"
"ENSMUST00000163783","Cdh16"
"ENSMUST00000163949","Mest"
"ENSMUST00000164108","Cul3"
"ENSMUST00000164416","Pcid2"
"ENSMUST00000164481","S100a14"
"ENSMUST00000164773","Phlda1"
"ENSMUST00000164950","Tmem191c"
"ENSMUST00000165062","Pdc"
"ENSMUST00000165147","Muc5b"
"ENSMUST00000165196","Rhbg"
"ENSMUST00000165307","Anp32e"
"ENSMUST00000165605","Grtp1"
"ENSMUST00000165819","Gdf1"
"ENSMUST00000165971","Sept10"
"ENSMUST00000166123","Eif5"
"ENSMUST00000167055","Carns1"
"ENSMUST00000167377","Iqgap1"
"ENSMUST00000167406","Ube2d2a"
"ENSMUST00000167549","Endod1"
"ENSMUST00000167634","Cyp11b2"
"ENSMUST00000167711","Banp"
"ENSMUST00000167824","Rab3c"
"ENSMUST00000167866","Idh3a"
"ENSMUST00000168119","Slco1a1"
"ENSMUST00000168890","Nrep"
"ENSMUST00000169345","Syn2"
"ENSMUST00000169712","Mtfr2"
"ENSMUST00000169786","Tns1"
"ENSMUST00000169897","Gcnt1"
"ENSMUST00000170000","Rbm7"
"ENSMUST00000170651","Dnah8"
"ENSMUST00000170695","Pcdh10"
"ENSMUST00000170795","Mcm3ap"
"ENSMUST00000170832","Prol1"
"ENSMUST00000171470","Lox"
"ENSMUST00000171765","Proc"
"ENSMUST00000171904","Kcnn4"
"ENSMUST00000172132","Tpi1"
"ENSMUST00000172594","Calm3"
"ENSMUST00000172753","Hspa1b"
"ENSMUST00000172785","H2-D1"
"ENSMUST00000172997","Uncx"
"ENSMUST00000173078","Otud4"
"ENSMUST00000173207","Ly6g6c"
"ENSMUST00000173357","Nelfe"
"ENSMUST00000174193","Mobp"
"ENSMUST00000174326","Lsm2"
"ENSMUST00000174488","Magohb"
"ENSMUST00000174651","Gm20604"
"ENSMUST00000174734","Kmt2c"
"ENSMUST00000176938","Cntrob"
"ENSMUST00000177462","Rnf141"
"ENSMUST00000177566","Gm10487"
"ENSMUST00000177846","Lhx8"
"ENSMUST00000177974","Atp2a2"
"ENSMUST00000178672","Gm10096"
"ENSMUST00000178887","Gm2092"
"ENSMUST00000178948","Gm21967"
"ENSMUST00000179300","Gm14527"
"ENSMUST00000179574","Prss35"
"ENSMUST00000179626","Rhox5"
"ENSMUST00000179869","Hmgcs1"
"ENSMUST00000179874","Gm4836"
"ENSMUST00000179938","Gm2759"
"ENSMUST00000180319","Gm6113"
"ENSMUST00000180435",NA
"ENSMUST00000180646","Rpgrip1"
"ENSMUST00000181333","Gm27021"
"ENSMUST00000181969","Ndfip2"
"ENSMUST00000182014","Sftpb"
"ENSMUST00000182056","Baiap3"
"ENSMUST00000182058","Dclre1a"
"ENSMUST00000182407","Pclo"
"ENSMUST00000183175","Nucb2"
"ENSMUST00000183200","Cacng6"
"ENSMUST00000183302","Dst"
"ENSMUST00000184469","Nfs1"
